Chr	Position	Chr_Pos	ModStatus	CMC	Mod
28S	106	28S_106	Unm	Unm	No
28S	107	28S_107	Unm	Unm	No
28S	108	28S_108	Unm	Unm	No
28S	109	28S_109	Unm	Unm	No
28S	110	28S_110	Unm	Unm	No
28S	111	28S_111	Unm	Unm	No
28S	112	28S_112	Unm	Unm	No
28S	113	28S_113	Unm	Unm	No
28S	114	28S_114	Unm	Unm	No
28S	115	28S_115	Unm	Unm	No
28S	116	28S_116	Unm	Unm	No
28S	117	28S_117	Unm	Unm	No
28S	118	28S_118	Unm	Unm	No
28S	119	28S_119	Unm	Unm	No
28S	120	28S_120	Unm	Unm	No
28S	121	28S_121	Unm	Unm	No
28S	122	28S_122	Unm	Unm	No
28S	123	28S_123	Unm	Unm	No
28S	124	28S_124	Unm	Unm	No
28S	125	28S_125	Unm	Unm	No
28S	126	28S_126	Unm	Unm	No
28S	127	28S_127	Unm	Unm	No
28S	128	28S_128	Unm	Unm	No
28S	129	28S_129	Unm	Unm	No
28S	130	28S_130	Unm	Unm	No
28S	131	28S_131	Unm	Unm	No
28S	132	28S_132	Unm	Unm	No
28S	133	28S_133	Unm	Unm	No
28S	134	28S_134	Unm	Unm	No
28S	135	28S_135	Unm	Unm	No
28S	136	28S_136	Unm	Unm	No
28S	137	28S_137	Unm	Unm	No
28S	138	28S_138	Unm	Unm	No
28S	139	28S_139	Unm	Unm	No
28S	140	28S_140	Unm	Unm	No
28S	141	28S_141	Unm	Unm	No
28S	142	28S_142	Unm	Unm	No
28S	143	28S_143	Unm	Unm	No
28S	144	28S_144	Unm	Unm	No
28S	145	28S_145	Unm	Unm	No
28S	146	28S_146	Unm	Unm	No
28S	147	28S_147	Unm	Unm	No
28S	148	28S_148	Unm	Unm	No
28S	149	28S_149	Unm	Unm	No
28S	150	28S_150	Unm	Unm	No
28S	151	28S_151	Unm	Unm	No
28S	152	28S_152	Unm	Unm	No
28S	153	28S_153	Unm	Unm	No
28S	154	28S_154	Unm	Unm	No
28S	155	28S_155	Unm	Unm	No
28S	156	28S_156	Unm	Unm	No
28S	157	28S_157	Unm	Unm	No
28S	158	28S_158	Unm	Unm	No
28S	159	28S_159	Unm	Unm	No
28S	160	28S_160	Unm	Unm	No
28S	161	28S_161	Unm	Unm	No
28S	162	28S_162	Unm	Unm	No
28S	163	28S_163	Unm	Unm	No
28S	164	28S_164	Unm	Unm	No
28S	165	28S_165	Unm	Unm	No
28S	166	28S_166	Unm	Unm	No
28S	167	28S_167	Unm	Unm	No
28S	168	28S_168	Unm	Unm	No
28S	169	28S_169	Unm	Unm	No
28S	170	28S_170	Unm	Unm	No
28S	171	28S_171	Unm	Unm	No
28S	172	28S_172	Unm	Unm	No
28S	173	28S_173	Unm	Unm	No
28S	174	28S_174	Unm	Unm	No
28S	175	28S_175	Unm	Unm	No
28S	176	28S_176	Unm	Unm	No
28S	177	28S_177	Unm	Unm	No
28S	178	28S_178	Unm	Unm	No
28S	179	28S_179	Unm	Unm	No
28S	180	28S_180	Unm	Unm	No
28S	181	28S_181	Unm	Unm	No
28S	182	28S_182	Unm	Unm	No
28S	183	28S_183	Unm	Unm	No
28S	184	28S_184	Unm	Unm	No
28S	185	28S_185	Unm	Unm	No
28S	186	28S_186	Unm	Unm	No
28S	187	28S_187	Unm	Unm	No
28S	188	28S_188	Unm	Unm	No
28S	189	28S_189	Unm	Unm	No
28S	190	28S_190	Unm	Unm	No
28S	191	28S_191	Unm	Unm	No
28S	192	28S_192	Unm	Unm	No
28S	193	28S_193	Unm	Unm	No
28S	194	28S_194	Unm	Unm	No
28S	195	28S_195	Unm	Unm	No
28S	196	28S_196	Unm	Unm	No
28S	197	28S_197	Unm	Unm	No
28S	198	28S_198	Unm	Unm	No
28S	199	28S_199	Unm	Unm	No
28S	200	28S_200	Unm	Unm	No
28S	201	28S_201	Unm	Unm	No
28S	202	28S_202	Unm	Unm	No
28S	203	28S_203	Unm	Unm	No
28S	204	28S_204	Unm	Unm	No
28S	205	28S_205	Unm	Unm	No
28S	206	28S_206	Unm	Unm	No
28S	207	28S_207	Unm	Unm	No
28S	208	28S_208	Unm	Unm	No
28S	209	28S_209	Unm	Unm	No
28S	210	28S_210	Unm	Unm	No
28S	211	28S_211	Unm	Unm	No
28S	212	28S_212	Unm	Unm	No
28S	213	28S_213	Unm	Unm	No
28S	214	28S_214	Unm	Unm	No
28S	215	28S_215	Unm	Unm	No
28S	216	28S_216	Unm	Unm	No
28S	217	28S_217	Unm	Unm	No
28S	218	28S_218	Unm	Unm	No
28S	219	28S_219	Unm	Unm	No
28S	220	28S_220	Unm	Unm	No
28S	221	28S_221	Unm	Unm	No
28S	222	28S_222	Unm	Unm	No
28S	223	28S_223	Unm	Unm	No
28S	224	28S_224	Unm	Unm	No
28S	225	28S_225	Unm	Unm	No
28S	226	28S_226	Unm	Unm	No
28S	227	28S_227	Unm	Unm	No
28S	228	28S_228	Unm	Unm	No
28S	229	28S_229	Unm	Unm	No
28S	230	28S_230	Unm	Unm	No
28S	231	28S_231	Unm	Unm	No
28S	232	28S_232	Unm	Unm	No
28S	233	28S_233	Unm	Unm	No
28S	234	28S_234	Unm	Unm	No
28S	235	28S_235	Unm	Unm	No
28S	236	28S_236	Unm	Unm	No
28S	237	28S_237	Unm	Unm	No
28S	238	28S_238	Unm	Unm	No
28S	239	28S_239	Unm	Unm	No
28S	240	28S_240	Unm	Unm	No
28S	241	28S_241	Unm	Unm	No
28S	242	28S_242	Unm	Unm	No
28S	243	28S_243	Unm	Unm	No
28S	244	28S_244	Unm	Unm	No
28S	245	28S_245	Unm	Unm	No
28S	246	28S_246	Unm	Unm	No
28S	247	28S_247	Unm	Unm	No
28S	248	28S_248	Unm	Unm	No
28S	249	28S_249	Unm	Unm	No
28S	250	28S_250	Unm	Unm	No
28S	251	28S_251	Unm	Unm	No
28S	252	28S_252	Unm	Unm	No
28S	253	28S_253	Unm	Unm	No
28S	254	28S_254	Unm	Unm	No
28S	255	28S_255	Unm	Unm	No
28S	256	28S_256	Unm	Unm	No
28S	257	28S_257	Unm	Unm	No
28S	258	28S_258	Unm	Unm	No
28S	259	28S_259	Unm	Unm	No
28S	260	28S_260	Unm	Unm	No
28S	261	28S_261	Unm	Unm	No
28S	262	28S_262	Unm	Unm	No
28S	263	28S_263	Unm	Unm	No
28S	264	28S_264	Unm	Unm	No
28S	265	28S_265	Unm	Unm	No
28S	266	28S_266	Unm	Unm	No
28S	267	28S_267	Unm	Unm	No
28S	268	28S_268	Unm	Unm	No
28S	269	28S_269	Unm	Unm	No
28S	270	28S_270	Unm	Unm	No
28S	271	28S_271	Unm	Unm	No
28S	272	28S_272	Unm	Unm	No
28S	273	28S_273	Unm	Unm	No
28S	274	28S_274	Unm	Unm	No
28S	275	28S_275	Unm	Unm	No
28S	276	28S_276	Unm	Unm	No
28S	277	28S_277	Unm	Unm	No
28S	278	28S_278	Unm	Unm	No
28S	279	28S_279	Unm	Unm	No
28S	280	28S_280	Unm	Unm	No
28S	281	28S_281	Unm	Unm	No
28S	282	28S_282	Unm	Unm	No
28S	283	28S_283	Unm	Unm	No
28S	284	28S_284	Unm	Unm	No
28S	285	28S_285	Unm	Unm	No
28S	286	28S_286	Unm	Unm	No
28S	287	28S_287	Unm	Unm	No
28S	288	28S_288	Unm	Unm	No
28S	289	28S_289	Unm	Unm	No
28S	290	28S_290	Unm	Unm	No
28S	291	28S_291	Unm	Unm	No
28S	292	28S_292	Unm	Unm	No
28S	293	28S_293	Unm	Unm	No
28S	294	28S_294	Unm	Unm	No
28S	295	28S_295	Unm	Unm	No
28S	296	28S_296	Unm	Unm	No
28S	297	28S_297	Unm	Unm	No
28S	298	28S_298	Unm	Unm	No
28S	299	28S_299	Unm	Unm	No
28S	300	28S_300	Unm	Unm	No
28S	301	28S_301	Unm	Unm	No
28S	302	28S_302	Unm	Unm	No
28S	303	28S_303	Unm	Unm	No
28S	304	28S_304	Unm	Unm	No
28S	305	28S_305	Unm	Unm	No
28S	306	28S_306	Unm	Unm	No
28S	307	28S_307	Unm	Unm	No
28S	308	28S_308	Unm	Unm	No
28S	309	28S_309	Unm	Unm	No
28S	310	28S_310	Unm	Unm	No
28S	311	28S_311	Unm	Unm	No
28S	312	28S_312	Unm	Unm	No
28S	313	28S_313	Unm	Unm	No
28S	314	28S_314	Unm	Unm	No
28S	315	28S_315	Unm	Unm	No
28S	316	28S_316	Unm	Unm	No
28S	317	28S_317	Unm	Unm	No
28S	318	28S_318	Unm	Unm	No
28S	319	28S_319	Unm	Unm	No
28S	320	28S_320	Unm	Unm	No
28S	321	28S_321	Unm	Unm	No
28S	322	28S_322	Unm	Unm	No
28S	323	28S_323	Unm	Unm	No
28S	324	28S_324	Unm	Unm	No
28S	325	28S_325	Unm	Unm	No
28S	326	28S_326	Unm	Unm	No
28S	327	28S_327	Unm	Unm	No
28S	328	28S_328	Unm	Unm	No
28S	329	28S_329	Unm	Unm	No
28S	330	28S_330	Unm	Unm	No
28S	331	28S_331	Unm	Unm	No
28S	332	28S_332	Unm	Unm	No
28S	333	28S_333	Unm	Unm	No
28S	334	28S_334	Unm	Unm	No
28S	335	28S_335	Unm	Unm	No
28S	336	28S_336	Unm	Unm	No
28S	337	28S_337	Unm	Unm	No
28S	338	28S_338	Unm	Unm	No
28S	339	28S_339	Unm	Unm	No
28S	340	28S_340	Unm	Unm	No
28S	341	28S_341	Unm	Unm	No
28S	342	28S_342	Unm	Unm	No
28S	343	28S_343	Unm	Unm	No
28S	344	28S_344	Unm	Unm	No
28S	345	28S_345	Unm	Unm	No
28S	346	28S_346	Unm	Unm	No
28S	347	28S_347	Unm	Unm	No
28S	348	28S_348	Unm	Unm	No
28S	349	28S_349	Unm	Unm	No
28S	350	28S_350	Unm	Unm	No
28S	351	28S_351	Unm	Unm	No
28S	352	28S_352	Unm	Unm	No
28S	353	28S_353	Unm	Unm	No
28S	354	28S_354	Unm	Unm	No
28S	355	28S_355	Unm	Unm	No
28S	356	28S_356	Unm	Unm	No
28S	357	28S_357	Unm	Unm	No
28S	358	28S_358	Unm	Unm	No
28S	359	28S_359	Unm	Unm	No
28S	360	28S_360	Unm	Unm	No
28S	361	28S_361	Unm	Unm	No
28S	362	28S_362	Unm	Unm	No
28S	363	28S_363	Unm	Unm	No
28S	364	28S_364	Unm	Unm	No
28S	365	28S_365	Unm	Unm	No
28S	366	28S_366	Unm	Unm	No
28S	367	28S_367	Unm	Unm	No
28S	368	28S_368	Unm	Unm	No
28S	369	28S_369	Unm	Unm	No
28S	370	28S_370	Unm	Unm	No
28S	371	28S_371	Unm	Unm	No
28S	372	28S_372	Unm	Unm	No
28S	373	28S_373	Unm	Unm	No
28S	374	28S_374	Unm	Unm	No
28S	375	28S_375	Unm	Unm	No
28S	376	28S_376	Unm	Unm	No
28S	377	28S_377	Unm	Unm	No
28S	378	28S_378	Unm	Unm	No
28S	379	28S_379	Unm	Unm	No
28S	380	28S_380	Unm	Unm	No
28S	381	28S_381	Unm	Unm	No
28S	382	28S_382	Unm	Unm	No
28S	383	28S_383	Unm	Unm	No
28S	384	28S_384	Unm	Unm	No
28S	385	28S_385	Unm	Unm	No
28S	386	28S_386	Unm	Unm	No
28S	387	28S_387	Unm	Unm	No
28S	388	28S_388	Unm	Unm	No
28S	389	28S_389	Unm	Unm	No
28S	390	28S_390	Unm	Unm	No
28S	391	28S_391	Unm	Unm	No
28S	392	28S_392	Unm	Unm	No
28S	393	28S_393	Unm	Unm	No
28S	394	28S_394	Unm	Unm	No
28S	395	28S_395	Unm	Unm	No
28S	396	28S_396	Unm	Unm	No
28S	397	28S_397	Unm	Unm	No
28S	398	28S_398	Unm	Unm	No
28S	399	28S_399	Unm	Unm	No
28S	400	28S_400	Unm	Unm	No
28S	401	28S_401	Unm	Unm	No
28S	402	28S_402	Unm	Unm	No
28S	403	28S_403	Unm	Unm	No
28S	404	28S_404	Unm	Unm	No
28S	405	28S_405	Unm	Unm	No
28S	406	28S_406	Unm	Unm	No
28S	407	28S_407	Unm	Unm	No
28S	408	28S_408	Unm	Unm	No
28S	409	28S_409	Unm	Unm	No
28S	410	28S_410	Unm	Unm	No
28S	411	28S_411	Unm	Unm	No
28S	412	28S_412	Unm	Unm	No
28S	413	28S_413	Unm	Unm	No
28S	414	28S_414	Unm	Unm	No
28S	415	28S_415	Unm	Unm	No
28S	416	28S_416	Unm	Unm	No
28S	417	28S_417	Unm	Unm	No
28S	418	28S_418	Unm	Unm	No
28S	419	28S_419	Unm	Unm	No
28S	420	28S_420	Unm	Unm	No
28S	421	28S_421	Unm	Unm	No
28S	422	28S_422	Unm	Unm	No
28S	423	28S_423	Unm	Unm	No
28S	424	28S_424	Unm	Unm	No
28S	425	28S_425	Unm	Unm	No
28S	426	28S_426	Unm	Unm	No
28S	427	28S_427	Unm	Unm	No
28S	428	28S_428	Unm	Unm	No
28S	429	28S_429	Unm	Unm	No
28S	430	28S_430	Unm	Unm	No
28S	431	28S_431	Unm	Unm	No
28S	432	28S_432	Unm	Unm	No
28S	433	28S_433	Unm	Unm	No
28S	434	28S_434	Unm	Unm	No
28S	435	28S_435	Unm	Unm	No
28S	436	28S_436	Unm	Unm	No
28S	437	28S_437	Unm	Unm	No
28S	438	28S_438	Unm	Unm	No
28S	439	28S_439	Unm	Unm	No
28S	440	28S_440	Unm	Unm	No
28S	441	28S_441	Unm	Unm	No
28S	442	28S_442	Unm	Unm	No
28S	443	28S_443	Unm	Unm	No
28S	444	28S_444	Unm	Unm	No
28S	445	28S_445	Unm	Unm	No
28S	446	28S_446	Unm	Unm	No
28S	447	28S_447	Unm	Unm	No
28S	448	28S_448	Unm	Unm	No
28S	449	28S_449	Unm	Unm	No
28S	450	28S_450	Unm	Unm	No
28S	451	28S_451	Unm	Unm	No
28S	452	28S_452	Unm	Unm	No
28S	453	28S_453	Unm	Unm	No
28S	454	28S_454	Unm	Unm	No
28S	455	28S_455	Unm	Unm	No
28S	456	28S_456	Unm	Unm	No
28S	457	28S_457	Unm	Unm	No
28S	458	28S_458	Unm	Unm	No
28S	459	28S_459	Unm	Unm	No
28S	460	28S_460	Unm	Unm	No
28S	461	28S_461	Unm	Unm	No
28S	462	28S_462	Unm	Unm	No
28S	463	28S_463	Unm	Unm	No
28S	464	28S_464	Unm	Unm	No
28S	465	28S_465	Unm	Unm	No
28S	466	28S_466	Unm	Unm	No
28S	467	28S_467	Unm	Unm	No
28S	468	28S_468	Unm	Unm	No
28S	469	28S_469	Unm	Unm	No
28S	470	28S_470	Unm	Unm	No
28S	471	28S_471	Unm	Unm	No
28S	472	28S_472	Unm	Unm	No
28S	473	28S_473	Unm	Unm	No
28S	474	28S_474	Unm	Unm	No
28S	475	28S_475	Unm	Unm	No
28S	476	28S_476	Unm	Unm	No
28S	477	28S_477	Unm	Unm	No
28S	478	28S_478	Unm	Unm	No
28S	479	28S_479	Unm	Unm	No
28S	480	28S_480	Unm	Unm	No
28S	481	28S_481	Unm	Unm	No
28S	482	28S_482	Unm	Unm	No
28S	483	28S_483	Unm	Unm	No
28S	484	28S_484	Unm	Unm	No
28S	485	28S_485	Unm	Unm	No
28S	486	28S_486	Unm	Unm	No
28S	487	28S_487	Unm	Unm	No
28S	488	28S_488	Unm	Unm	No
28S	489	28S_489	Unm	Unm	No
28S	490	28S_490	Unm	Unm	No
28S	491	28S_491	Unm	Unm	No
28S	492	28S_492	Unm	Unm	No
28S	493	28S_493	Unm	Unm	No
28S	494	28S_494	Unm	Unm	No
28S	495	28S_495	Unm	Unm	No
28S	496	28S_496	Unm	Unm	No
28S	497	28S_497	Unm	Unm	No
28S	498	28S_498	Unm	Unm	No
28S	499	28S_499	Unm	Unm	No
28S	500	28S_500	Unm	Unm	No
28S	501	28S_501	Unm	Unm	No
28S	502	28S_502	Unm	Unm	No
28S	503	28S_503	Unm	Unm	No
28S	504	28S_504	Unm	Unm	No
28S	505	28S_505	Unm	Unm	No
28S	506	28S_506	Unm	Unm	No
28S	507	28S_507	Unm	Unm	No
28S	508	28S_508	Unm	Unm	No
28S	509	28S_509	Unm	Unm	No
28S	510	28S_510	Unm	Unm	No
28S	511	28S_511	Unm	Unm	No
28S	512	28S_512	Unm	Unm	No
28S	513	28S_513	Unm	Unm	No
28S	514	28S_514	Unm	Unm	No
28S	515	28S_515	Unm	Unm	No
28S	516	28S_516	Unm	Unm	No
28S	517	28S_517	Unm	Unm	No
28S	518	28S_518	Unm	Unm	No
28S	519	28S_519	Unm	Unm	No
28S	520	28S_520	Unm	Unm	No
28S	521	28S_521	Unm	Unm	No
28S	522	28S_522	Unm	Unm	No
28S	523	28S_523	Unm	Unm	No
28S	524	28S_524	Unm	Unm	No
28S	525	28S_525	Unm	Unm	No
28S	526	28S_526	Unm	Unm	No
28S	527	28S_527	Unm	Unm	No
28S	528	28S_528	Unm	Unm	No
28S	529	28S_529	Unm	Unm	No
28S	530	28S_530	Unm	Unm	No
28S	531	28S_531	Unm	Unm	No
28S	532	28S_532	Unm	Unm	No
28S	533	28S_533	Unm	Unm	No
28S	534	28S_534	Unm	Unm	No
28S	535	28S_535	Unm	Unm	No
28S	536	28S_536	Unm	Unm	No
28S	537	28S_537	Unm	Unm	No
28S	538	28S_538	Unm	Unm	No
28S	539	28S_539	Unm	Unm	No
28S	540	28S_540	Unm	Unm	No
28S	541	28S_541	Unm	Unm	No
28S	542	28S_542	Unm	Unm	No
28S	543	28S_543	Unm	Unm	No
28S	544	28S_544	Unm	Unm	No
28S	545	28S_545	Unm	Unm	No
28S	546	28S_546	Unm	Unm	No
28S	547	28S_547	Unm	Unm	No
28S	548	28S_548	Unm	Unm	No
28S	549	28S_549	Unm	Unm	No
28S	550	28S_550	Unm	Unm	No
28S	551	28S_551	Unm	Unm	No
28S	552	28S_552	Unm	Unm	No
28S	553	28S_553	Unm	Unm	No
28S	554	28S_554	Unm	Unm	No
28S	555	28S_555	Unm	Unm	No
28S	556	28S_556	Unm	Unm	No
28S	557	28S_557	Unm	Unm	No
28S	558	28S_558	Unm	Unm	No
28S	559	28S_559	Unm	Unm	No
28S	560	28S_560	Unm	Unm	No
28S	561	28S_561	Unm	Unm	No
28S	562	28S_562	Unm	Unm	No
28S	563	28S_563	Unm	Unm	No
28S	564	28S_564	Unm	Unm	No
28S	565	28S_565	Unm	Unm	No
28S	566	28S_566	Unm	Unm	No
28S	567	28S_567	Unm	Unm	No
28S	568	28S_568	Unm	Unm	No
28S	569	28S_569	Unm	Unm	No
28S	570	28S_570	Unm	Unm	No
28S	571	28S_571	Unm	Unm	No
28S	572	28S_572	Unm	Unm	No
28S	573	28S_573	Unm	Unm	No
28S	574	28S_574	Unm	Unm	No
28S	575	28S_575	Unm	Unm	No
28S	576	28S_576	Unm	Unm	No
28S	577	28S_577	Unm	Unm	No
28S	578	28S_578	Unm	Unm	No
28S	579	28S_579	Unm	Unm	No
28S	580	28S_580	Unm	Unm	No
28S	581	28S_581	Unm	Unm	No
28S	582	28S_582	Unm	Unm	No
28S	583	28S_583	Unm	Unm	No
28S	584	28S_584	Unm	Unm	No
28S	585	28S_585	Unm	Unm	No
28S	586	28S_586	Unm	Unm	No
28S	587	28S_587	Unm	Unm	No
28S	588	28S_588	Unm	Unm	No
28S	589	28S_589	Unm	Unm	No
28S	590	28S_590	Unm	Unm	No
28S	591	28S_591	Unm	Unm	No
28S	592	28S_592	Unm	Unm	No
28S	593	28S_593	Unm	Unm	No
28S	594	28S_594	Unm	Unm	No
28S	595	28S_595	Unm	Unm	No
28S	596	28S_596	Unm	Unm	No
28S	597	28S_597	Unm	Unm	No
28S	598	28S_598	Unm	Unm	No
28S	599	28S_599	Unm	Unm	No
28S	600	28S_600	Unm	Unm	No
28S	601	28S_601	Unm	Unm	No
28S	602	28S_602	Unm	Unm	No
28S	603	28S_603	Unm	Unm	No
28S	604	28S_604	Unm	Unm	No
28S	605	28S_605	Unm	Unm	No
28S	606	28S_606	Unm	Unm	No
28S	607	28S_607	Unm	Unm	No
28S	608	28S_608	Unm	Unm	No
28S	609	28S_609	Unm	Unm	No
28S	610	28S_610	Unm	Unm	No
28S	611	28S_611	Unm	Unm	No
28S	612	28S_612	Unm	Unm	No
28S	613	28S_613	Unm	Unm	No
28S	614	28S_614	Unm	Unm	No
28S	615	28S_615	Unm	Unm	No
28S	616	28S_616	Unm	Unm	No
28S	617	28S_617	Unm	Unm	No
28S	618	28S_618	Unm	Unm	No
28S	619	28S_619	Unm	Unm	No
28S	620	28S_620	Unm	Unm	No
28S	621	28S_621	Unm	Unm	No
28S	622	28S_622	Unm	Unm	No
28S	623	28S_623	Unm	Unm	No
28S	624	28S_624	Unm	Unm	No
28S	625	28S_625	Unm	Unm	No
28S	626	28S_626	Unm	Unm	No
28S	627	28S_627	Unm	Unm	No
28S	628	28S_628	Unm	Unm	No
28S	629	28S_629	Unm	Unm	No
28S	630	28S_630	Unm	Unm	No
28S	631	28S_631	Unm	Unm	No
28S	632	28S_632	Unm	Unm	No
28S	633	28S_633	Unm	Unm	No
28S	634	28S_634	Unm	Unm	No
28S	635	28S_635	Unm	Unm	No
28S	636	28S_636	Unm	Unm	No
28S	637	28S_637	Unm	Unm	No
28S	638	28S_638	Unm	Unm	No
28S	639	28S_639	Unm	Unm	No
28S	640	28S_640	Unm	Unm	No
28S	641	28S_641	Unm	Unm	No
28S	642	28S_642	Unm	Unm	No
28S	643	28S_643	Unm	Unm	No
28S	644	28S_644	Unm	Unm	No
28S	645	28S_645	Unm	Unm	No
28S	646	28S_646	Unm	Unm	No
28S	647	28S_647	Unm	Unm	No
28S	648	28S_648	Unm	Unm	No
28S	649	28S_649	Unm	Unm	No
28S	650	28S_650	Unm	Unm	No
28S	651	28S_651	Unm	Unm	No
28S	652	28S_652	Unm	Unm	No
28S	653	28S_653	Unm	Unm	No
28S	654	28S_654	Unm	Unm	No
28S	655	28S_655	Unm	Unm	No
28S	656	28S_656	Unm	Unm	No
28S	657	28S_657	Unm	Unm	No
28S	658	28S_658	Unm	Unm	No
28S	659	28S_659	Unm	Unm	No
28S	660	28S_660	Unm	Unm	No
28S	661	28S_661	Unm	Unm	No
28S	662	28S_662	Unm	Unm	No
28S	663	28S_663	Unm	Unm	No
28S	664	28S_664	Unm	Unm	No
28S	665	28S_665	Unm	Unm	No
28S	666	28S_666	Unm	Unm	No
28S	667	28S_667	Unm	Unm	No
28S	668	28S_668	Unm	Unm	No
28S	669	28S_669	Unm	Unm	No
28S	670	28S_670	Unm	Unm	No
28S	671	28S_671	Unm	Unm	No
28S	672	28S_672	Unm	Unm	No
28S	673	28S_673	Unm	Unm	No
28S	674	28S_674	Unm	Unm	No
28S	675	28S_675	Unm	Unm	No
28S	676	28S_676	Unm	Unm	No
28S	677	28S_677	Unm	Unm	No
28S	678	28S_678	Unm	Unm	No
28S	679	28S_679	Unm	Unm	No
28S	680	28S_680	Unm	Unm	No
28S	681	28S_681	Unm	Unm	No
28S	682	28S_682	Unm	Unm	No
28S	683	28S_683	Unm	Unm	No
28S	684	28S_684	Unm	Unm	No
28S	685	28S_685	Unm	Unm	No
28S	686	28S_686	Unm	Unm	No
28S	687	28S_687	Unm	Unm	No
28S	688	28S_688	Unm	Unm	No
28S	689	28S_689	Unm	Unm	No
28S	690	28S_690	Unm	Unm	No
28S	691	28S_691	Unm	Unm	No
28S	692	28S_692	Unm	Unm	No
28S	693	28S_693	Unm	Unm	No
28S	694	28S_694	Unm	Unm	No
28S	695	28S_695	Unm	Unm	No
28S	696	28S_696	Unm	Unm	No
28S	697	28S_697	Unm	Unm	No
28S	698	28S_698	Unm	Unm	No
28S	699	28S_699	Unm	Unm	No
28S	700	28S_700	Unm	Unm	No
28S	701	28S_701	Unm	Unm	No
28S	702	28S_702	Unm	Unm	No
28S	703	28S_703	Unm	Unm	No
28S	704	28S_704	Unm	Unm	No
28S	705	28S_705	Unm	Unm	No
28S	706	28S_706	Unm	Unm	No
28S	707	28S_707	Unm	Unm	No
28S	708	28S_708	Unm	Unm	No
28S	709	28S_709	Unm	Unm	No
28S	710	28S_710	Unm	Unm	No
28S	711	28S_711	Unm	Unm	No
28S	712	28S_712	Unm	Unm	No
28S	713	28S_713	Unm	Unm	No
28S	714	28S_714	Unm	Unm	No
28S	715	28S_715	Unm	Unm	No
28S	716	28S_716	Unm	Unm	No
28S	717	28S_717	Unm	Unm	No
28S	718	28S_718	Unm	Unm	No
28S	719	28S_719	Unm	Unm	No
28S	720	28S_720	Unm	Unm	No
28S	721	28S_721	Unm	Unm	No
28S	722	28S_722	Unm	Unm	No
28S	723	28S_723	Unm	Unm	No
28S	724	28S_724	Unm	Unm	No
28S	725	28S_725	Unm	Unm	No
28S	726	28S_726	Unm	Unm	No
28S	727	28S_727	Unm	Unm	No
28S	728	28S_728	Unm	Unm	No
28S	729	28S_729	Unm	Unm	No
28S	730	28S_730	Unm	Unm	No
28S	731	28S_731	Unm	Unm	No
28S	732	28S_732	Unm	Unm	No
28S	733	28S_733	Unm	Unm	No
28S	734	28S_734	Unm	Unm	No
28S	735	28S_735	Unm	Unm	No
28S	736	28S_736	Unm	Unm	No
28S	737	28S_737	Unm	Unm	No
28S	738	28S_738	Unm	Unm	No
28S	739	28S_739	Unm	Unm	No
28S	740	28S_740	Unm	Unm	No
28S	741	28S_741	Unm	Unm	No
28S	742	28S_742	Unm	Unm	No
28S	743	28S_743	Unm	Unm	No
28S	744	28S_744	Unm	Unm	No
28S	745	28S_745	Unm	Unm	No
28S	746	28S_746	Unm	Unm	No
28S	747	28S_747	Unm	Unm	No
28S	748	28S_748	Unm	Unm	No
28S	749	28S_749	Unm	Unm	No
28S	750	28S_750	Unm	Unm	No
28S	751	28S_751	Unm	Unm	No
28S	752	28S_752	Unm	Unm	No
28S	753	28S_753	Unm	Unm	No
28S	754	28S_754	Unm	Unm	No
28S	755	28S_755	Unm	Unm	No
28S	756	28S_756	Unm	Unm	No
28S	757	28S_757	Unm	Unm	No
28S	758	28S_758	Unm	Unm	No
28S	759	28S_759	Unm	Unm	No
28S	760	28S_760	Unm	Unm	No
28S	761	28S_761	Unm	Unm	No
28S	762	28S_762	Unm	Unm	No
28S	763	28S_763	Unm	Unm	No
28S	764	28S_764	Unm	Unm	No
28S	765	28S_765	Unm	Unm	No
28S	766	28S_766	Unm	Unm	No
28S	767	28S_767	Unm	Unm	No
28S	768	28S_768	Unm	Unm	No
28S	769	28S_769	Unm	Unm	No
28S	770	28S_770	Unm	Unm	No
28S	771	28S_771	Unm	Unm	No
28S	772	28S_772	Unm	Unm	No
28S	773	28S_773	Unm	Unm	No
28S	774	28S_774	Unm	Unm	No
28S	775	28S_775	Unm	Unm	No
28S	776	28S_776	Unm	Unm	No
28S	777	28S_777	Unm	Unm	No
28S	778	28S_778	Unm	Unm	No
28S	779	28S_779	Unm	Unm	No
28S	780	28S_780	Unm	Unm	No
28S	781	28S_781	Unm	Unm	No
28S	782	28S_782	Unm	Unm	No
28S	783	28S_783	Unm	Unm	No
28S	784	28S_784	Unm	Unm	No
28S	785	28S_785	Unm	Unm	No
28S	786	28S_786	Unm	Unm	No
28S	787	28S_787	Unm	Unm	No
28S	788	28S_788	Unm	Unm	No
28S	789	28S_789	Unm	Unm	No
28S	790	28S_790	Unm	Unm	No
28S	791	28S_791	Unm	Unm	No
28S	792	28S_792	Unm	Unm	No
28S	793	28S_793	Unm	Unm	No
28S	794	28S_794	Unm	Unm	No
28S	795	28S_795	Unm	Unm	No
28S	796	28S_796	Unm	Unm	No
28S	797	28S_797	Unm	Unm	No
28S	798	28S_798	Unm	Unm	No
28S	799	28S_799	Unm	Unm	No
28S	800	28S_800	Unm	Unm	No
28S	801	28S_801	Unm	Unm	No
28S	802	28S_802	Unm	Unm	No
28S	803	28S_803	Unm	Unm	No
